gru_risk,rl_risk,academic_issue,days_since_last_login,alerts_sent,alerts_responded,engagement_score
HIGH,HIGH,1,6,3,1,4.252666666666666
LOW,LOW,1,0,0,0,2.572
LOW,LOW,0,1,3,2,3.4073333333333333
HIGH,HIGH,0,8,2,0,1.424
HIGH,HIGH,1,7,0,0,2.204
HIGH,HIGH,0,7,1,0,5.988
HIGH,HIGH,0,9,1,0,3.4160000000000004
HIGH,HIGH,1,9,3,0,1.598
LOW,LOW,1,3,2,0,0.314
LOW,LOW,1,1,1,0,0.656
LOW,LOW,1,5,5,2,1.354
LOW,LOW,1,1,3,0,0.694
LOW,LOW,1,0,5,0,0.3339999999999999
LOW,LOW,1,0,2,0,1.59
HIGH,HIGH,1,6,3,0,0.944
HIGH,HIGH,1,6,1,0,0.6659999999999999
LOW,LOW,1,2,2,0,1.56
LOW,LOW,1,4,1,0,4.2620000000000005
LOW,LOW,0,1,4,3,4.872000000000001
HIGH,HIGH,0,6,0,0,4.38
LOW,LOW,0,3,4,3,5.744000000000001
LOW,LOW,1,4,0,0,4.102
LOW,LOW,1,0,0,0,2.386
LOW,LOW,0,1,0,0,4.672000000000001
LOW,LOW,0,0,4,1,3.138
HIGH,HIGH,0,9,1,0,0.4559999999999999
HIGH,HIGH,1,8,2,1,0.4
HIGH,HIGH,1,9,4,0,0.942
HIGH,HIGH,1,7,4,0,1.296
LOW,LOW,1,4,3,0,1.614
LOW,LOW,1,5,3,0,0.6
LOW,LOW,1,4,0,0,0.002
LOW,LOW,1,1,0,0,0.3
HIGH,HIGH,1,8,0,0,0.0
LOW,LOW,1,2,5,0,0.6679999999999999
LOW,LOW,1,4,2,0,0.0
LOW,LOW,1,2,5,0,0.6839999999999999
LOW,LOW,0,1,2,1,3.554
LOW,LOW,0,3,2,1,6.113999999999999
HIGH,HIGH,0,6,4,2,3.144
LOW,LOW,1,3,0,0,0.6839999999999999
HIGH,HIGH,0,9,5,3,0.57
LOW,LOW,1,1,0,0,4.798
LOW,LOW,1,2,4,4,4.362
LOW,LOW,0,4,1,0,2.3840000000000003
LOW,LOW,1,5,4,2,4.348
LOW,LOW,0,3,1,0,0.49
HIGH,HIGH,0,6,0,0,4.744000000000001
LOW,LOW,0,5,4,2,4.146
LOW,LOW,1,0,2,0,2.528
LOW,LOW,0,4,2,1,2.842
LOW,LOW,1,1,1,0,2.55
LOW,LOW,0,0,3,1,1.8286666666666669
LOW,LOW,1,4,3,1,2.546666666666667
HIGH,HIGH,0,8,1,0,0.8079999999999999
HIGH,HIGH,0,8,5,3,5.634
HIGH,HIGH,1,9,2,1,1.328
HIGH,HIGH,1,7,2,0,1.248
LOW,LOW,1,3,4,0,1.25
LOW,LOW,1,5,0,0,0.932
HIGH,HIGH,1,6,4,0,0.6779999999999999
LOW,LOW,1,5,2,0,0.3379999999999999
HIGH,HIGH,1,7,3,0,2.194
LOW,LOW,1,5,4,1,0.7040000000000001
HIGH,HIGH,1,9,4,0,0.912
LOW,LOW,1,0,2,0,0.026
LOW,LOW,1,3,0,0,1.3199999999999998
LOW,LOW,1,3,1,0,0.916
LOW,LOW,1,4,2,0,0.0
HIGH,HIGH,1,8,4,1,0.686
LOW,LOW,1,5,5,0,1.292
LOW,LOW,1,3,4,0,0.948
LOW,LOW,1,4,0,0,0.928
LOW,LOW,1,4,0,0,0.378
LOW,LOW,1,3,0,0,0.3
HIGH,HIGH,1,8,1,0,0.6
HIGH,HIGH,0,6,3,0,0.802
HIGH,HIGH,0,9,3,1,0.2666666666666666
LOW,LOW,1,3,0,0,3.564
LOW,LOW,1,5,0,0,0.3
LOW,LOW,1,4,2,0,2.584
LOW,LOW,1,1,1,0,3.3440000000000003
LOW,LOW,1,3,3,1,0.3746666666666666
HIGH,HIGH,1,6,4,1,2.256
LOW,LOW,1,2,2,1,2.692
HIGH,HIGH,1,6,2,1,5.339999999999999
HIGH,HIGH,0,9,0,0,3.754
HIGH,HIGH,1,8,0,0,5.128
HIGH,HIGH,1,7,4,2,3.992
LOW,LOW,0,0,1,0,3.726
LOW,LOW,1,3,4,2,2.334
LOW,LOW,0,4,1,0,2.714
LOW,LOW,1,5,0,0,5.494
LOW,LOW,0,2,1,0,2.998
LOW,LOW,0,2,2,0,3.666
HIGH,HIGH,1,8,1,0,2.552
HIGH,HIGH,1,8,0,0,2.254
HIGH,HIGH,0,6,1,0,3.178
LOW,LOW,0,2,0,0,2.108
LOW,LOW,1,0,3,1,1.606666666666667
HIGH,HIGH,1,6,0,0,1.74
LOW,LOW,1,2,3,2,2.0853333333333333
LOW,LOW,1,5,3,1,2.760666666666667
HIGH,HIGH,1,7,4,2,4.901999999999999
HIGH,HIGH,1,9,0,0,2.488
HIGH,HIGH,1,9,5,2,5.198
HIGH,HIGH,1,9,2,0,2.33
LOW,LOW,0,5,4,2,2.186
LOW,LOW,1,0,0,0,4.234
LOW,LOW,1,2,3,2,2.1373333333333333
HIGH,HIGH,1,8,1,0,3.524
HIGH,HIGH,0,9,0,0,2.396
LOW,LOW,1,5,2,1,4.948
LOW,LOW,0,4,5,3,2.276
HIGH,HIGH,1,6,2,1,2.4480000000000004
HIGH,HIGH,0,7,3,1,2.462666666666667
LOW,LOW,1,4,5,4,2.81
LOW,LOW,0,1,4,3,7.402
HIGH,HIGH,0,8,3,2,6.701333333333334
LOW,LOW,0,2,5,4,5.492
LOW,LOW,0,1,4,3,7.082000000000001
LOW,LOW,0,0,2,1,5.512
LOW,LOW,1,0,2,2,6.626
LOW,LOW,0,2,4,3,6.424
HIGH,HIGH,1,6,1,0,6.468
LOW,LOW,0,2,2,2,3.882
HIGH,HIGH,0,8,3,3,7.744
HIGH,HIGH,1,7,0,0,4.156
LOW,LOW,0,5,5,5,6.948
LOW,LOW,1,1,4,4,4.984
LOW,LOW,0,0,2,1,6.492
LOW,LOW,1,1,2,1,5.585999999999999
HIGH,HIGH,0,9,5,5,8.046
LOW,LOW,0,1,3,2,7.069333333333334
LOW,LOW,0,5,4,3,5.432
HIGH,HIGH,1,6,2,2,4.612
HIGH,HIGH,1,6,1,0,5.457999999999999
LOW,LOW,1,5,1,1,4.640000000000001
LOW,LOW,1,1,5,5,6.534
HIGH,HIGH,0,9,5,3,4.279999999999999
LOW,LOW,0,1,2,1,6.151999999999999
LOW,LOW,0,5,3,2,6.525333333333334
LOW,LOW,1,0,2,1,7.741999999999999
LOW,LOW,0,4,2,1,5.887999999999999
LOW,LOW,0,0,0,0,4.42
LOW,LOW,1,0,0,0,7.613999999999999
LOW,LOW,0,5,2,1,6.996
LOW,LOW,1,2,2,0,7.036
LOW,LOW,0,4,2,1,6.346
LOW,LOW,1,2,5,2,4.5520000000000005
HIGH,HIGH,0,7,2,1,0.924
HIGH,HIGH,0,8,5,2,3.886
HIGH,HIGH,0,9,2,0,2.718
LOW,LOW,0,4,3,1,2.7586666666666666
HIGH,HIGH,1,7,2,1,1.0339999999999998
LOW,LOW,0,2,5,2,2.81
LOW,LOW,1,4,5,3,1.43
LOW,LOW,0,5,2,1,4.708
HIGH,HIGH,0,6,5,2,3.5
HIGH,HIGH,1,7,1,0,2.518
LOW,LOW,0,3,2,1,6.033999999999999
HIGH,HIGH,0,9,5,2,4.48
LOW,LOW,1,0,5,3,4.890000000000001
LOW,LOW,1,3,1,0,4.78
LOW,LOW,0,0,4,1,4.033999999999999
LOW,LOW,1,3,3,1,0.6666666666666666
LOW,LOW,1,1,5,2,3.9
LOW,LOW,1,3,0,0,3.502
HIGH,HIGH,1,9,2,1,3.124
HIGH,HIGH,0,7,2,0,3.688
HIGH,HIGH,0,6,1,0,5.2620000000000005
HIGH,HIGH,1,6,4,1,3.506
LOW,LOW,0,0,1,0,1.884
LOW,LOW,0,1,1,0,4.072
LOW,LOW,1,5,3,1,2.690666666666667
LOW,LOW,0,2,3,1,2.1786666666666665
LOW,LOW,0,1,4,1,3.134
LOW,LOW,1,4,2,1,2.646
LOW,LOW,0,1,5,4,4.812
LOW,LOW,0,4,1,0,3.944
HIGH,HIGH,0,7,5,2,1.87
LOW,LOW,1,0,2,1,2.652
LOW,LOW,1,1,3,2,4.681333333333334
HIGH,HIGH,0,7,4,1,2.82
LOW,LOW,1,5,0,0,2.268
LOW,LOW,1,0,3,2,1.1313333333333333
LOW,LOW,0,3,5,2,3.442
HIGH,HIGH,0,6,1,0,2.704
LOW,LOW,1,3,0,0,3.53
LOW,LOW,1,2,3,1,3.5646666666666667
LOW,LOW,1,0,5,2,3.3680000000000003
HIGH,HIGH,1,8,0,0,2.26
HIGH,HIGH,0,9,2,0,3.9819999999999993
HIGH,HIGH,1,7,1,0,3.478
HIGH,HIGH,1,7,3,1,2.6046666666666667
HIGH,HIGH,0,6,3,1,3.440666666666667
HIGH,HIGH,0,9,2,0,2.726
HIGH,HIGH,1,8,4,1,1.418
LOW,LOW,1,0,1,0,2.302
HIGH,HIGH,1,8,1,0,0.646
HIGH,HIGH,0,9,5,1,2.428
HIGH,HIGH,1,9,3,1,2.9486666666666665
LOW,LOW,1,5,0,0,3.178
LOW,LOW,0,4,1,0,2.402
HIGH,HIGH,1,6,0,0,3.444
LOW,LOW,1,0,2,0,1.944
LOW,LOW,1,1,0,0,1.29
LOW,LOW,0,3,4,2,3.098
LOW,LOW,1,5,0,0,4.134
HIGH,HIGH,0,6,4,1,2.18
LOW,LOW,0,0,5,3,6.966
HIGH,HIGH,1,6,5,3,3.05
LOW,LOW,0,4,2,1,4.061999999999999
LOW,LOW,1,2,3,1,2.278666666666667
HIGH,HIGH,1,6,4,2,0.436
LOW,LOW,1,1,0,0,4.566
LOW,LOW,0,1,5,3,2.91
HIGH,HIGH,0,9,1,0,2.4440000000000004
LOW,LOW,1,2,0,0,4.202
LOW,LOW,1,1,0,0,5.092
HIGH,HIGH,1,9,1,0,2.856
LOW,LOW,1,5,4,2,3.736
LOW,LOW,0,3,4,2,5.072
LOW,LOW,1,0,5,2,3.3400000000000003
LOW,LOW,1,5,1,0,3.198
LOW,LOW,0,1,1,0,3.128
LOW,LOW,1,3,5,2,1.974
HIGH,HIGH,1,8,3,0,1.658
HIGH,HIGH,1,6,3,0,1.888
HIGH,HIGH,1,7,1,0,0.6579999999999999
HIGH,HIGH,1,8,1,0,0.628
HIGH,HIGH,1,7,1,0,1.234
LOW,LOW,1,2,5,0,0.3
LOW,LOW,1,1,2,0,0.374
HIGH,HIGH,1,6,2,0,1.268
LOW,LOW,1,5,5,0,0.0
LOW,LOW,1,3,5,0,0.324
LOW,LOW,0,2,5,3,4.7780000000000005
LOW,LOW,1,2,0,0,2.536
HIGH,HIGH,0,8,1,0,3.734
LOW,LOW,1,1,1,0,2.012
LOW,LOW,0,2,5,1,5.572
HIGH,HIGH,0,9,5,2,4.042
LOW,LOW,0,2,3,1,3.538666666666667
HIGH,HIGH,0,9,4,2,2.5580000000000003
LOW,LOW,1,5,1,0,1.562
LOW,LOW,1,1,2,1,3.966
HIGH,HIGH,1,6,2,0,0.922
HIGH,HIGH,1,7,2,0,1.908
HIGH,HIGH,1,6,0,0,1.264
HIGH,HIGH,1,9,1,0,2.56
LOW,LOW,1,4,0,0,0.0
LOW,LOW,1,2,1,0,0.936
LOW,LOW,1,2,1,0,1.106
LOW,LOW,1,1,3,0,1.31
LOW,LOW,1,1,4,0,0.008
HIGH,HIGH,1,8,1,0,0.3
HIGH,HIGH,1,9,3,1,1.356666666666667
LOW,LOW,1,1,0,0,0.0
LOW,LOW,1,0,4,0,1.612
LOW,LOW,1,4,5,1,1.328
LOW,LOW,1,5,3,0,0.982
HIGH,HIGH,1,7,0,0,1.016
LOW,LOW,1,1,3,0,1.292
LOW,LOW,1,0,4,0,1.0219999999999998
LOW,LOW,1,4,1,0,0.314
LOW,LOW,1,1,1,0,1.856
LOW,LOW,1,3,3,1,2.1246666666666667
HIGH,HIGH,1,6,5,2,2.314
HIGH,HIGH,1,9,5,3,3.354
HIGH,HIGH,1,7,4,3,2.044
LOW,LOW,0,2,4,2,1.842
HIGH,HIGH,1,6,2,1,1.7540000000000002
LOW,LOW,1,3,4,2,2.668
LOW,LOW,1,5,4,2,4.42
LOW,LOW,1,5,3,1,2.622666666666667
LOW,LOW,1,0,1,0,2.922
HIGH,HIGH,0,7,2,1,5.691999999999999
LOW,LOW,1,2,5,4,4.626
HIGH,HIGH,0,9,3,3,5.174
LOW,LOW,1,2,4,3,4.916
LOW,LOW,0,3,4,4,9.079999999999998
LOW,LOW,0,3,2,1,6.077999999999999
HIGH,HIGH,1,6,4,3,6.142
LOW,LOW,1,5,0,0,7.092
HIGH,HIGH,0,6,3,2,7.369333333333333
LOW,LOW,0,4,0,0,5.2940000000000005
HIGH,HIGH,0,9,5,5,7.126
LOW,LOW,0,4,1,0,4.013999999999999
HIGH,HIGH,0,7,0,0,4.23
LOW,LOW,1,2,3,2,8.763333333333332
LOW,LOW,1,2,3,2,4.931333333333334
LOW,LOW,1,5,3,3,7.648
LOW,LOW,0,1,0,0,5.685999999999999
LOW,LOW,0,5,4,4,7.402
LOW,LOW,1,0,5,5,6.2860000000000005
LOW,LOW,0,3,2,1,3.862
LOW,LOW,1,4,5,2,4.516
HIGH,HIGH,1,9,3,1,5.020666666666666
LOW,LOW,1,5,3,0,2.626
HIGH,HIGH,1,6,0,0,1.878
LOW,LOW,1,0,0,0,2.054
HIGH,HIGH,1,8,1,0,1.666
HIGH,HIGH,0,7,0,0,5.84
LOW,LOW,1,3,2,0,3.448
LOW,LOW,0,4,1,0,2.054
HIGH,HIGH,1,6,2,1,3.702
HIGH,HIGH,1,9,0,0,0.61
LOW,LOW,1,4,4,0,1.616
HIGH,HIGH,1,6,0,0,0.8999999999999999
HIGH,HIGH,1,9,3,0,1.264
LOW,LOW,1,2,2,0,2.25
LOW,LOW,1,0,2,0,0.322
HIGH,HIGH,1,7,2,0,1.964
LOW,LOW,1,1,3,1,0.7006666666666667
LOW,LOW,1,1,1,0,1.5
LOW,LOW,1,5,0,0,0.03
HIGH,HIGH,1,8,2,0,6.448
HIGH,HIGH,0,8,5,4,1.624
LOW,LOW,0,5,2,1,0.85
HIGH,HIGH,1,7,1,0,4.556
LOW,LOW,1,0,3,1,0.4986666666666666
HIGH,HIGH,1,7,0,0,4.224
HIGH,HIGH,0,8,0,0,0.5
HIGH,HIGH,1,6,1,0,3.774
HIGH,HIGH,1,8,5,3,2.994
HIGH,HIGH,0,7,4,2,2.276
LOW,LOW,0,3,5,3,6.968
HIGH,HIGH,0,8,5,4,6.3740000000000006
LOW,LOW,0,4,1,0,4.384
HIGH,HIGH,0,9,2,1,6.149999999999999
LOW,LOW,1,2,4,3,7.561999999999999
LOW,LOW,0,0,3,3,5.93
LOW,LOW,0,2,2,2,4.496
HIGH,HIGH,0,8,4,2,6.137999999999999
LOW,LOW,1,2,2,1,7.153999999999999
LOW,LOW,0,3,1,0,6.314
LOW,LOW,0,2,0,0,4.718
LOW,LOW,0,0,3,2,6.8773333333333335
HIGH,HIGH,0,8,4,3,6.5
LOW,LOW,0,4,0,0,6.226000000000001
LOW,LOW,0,1,2,1,6.32
LOW,LOW,0,4,0,0,5.33
LOW,LOW,1,4,1,0,3.548
LOW,LOW,0,1,1,0,6.372
HIGH,HIGH,0,9,4,3,6.698
LOW,LOW,0,3,1,0,6.308
LOW,LOW,0,1,4,3,4.524
LOW,LOW,0,1,3,2,6.461333333333334
HIGH,HIGH,1,9,2,1,4.268
LOW,LOW,0,1,2,1,3.438
HIGH,HIGH,0,7,4,2,6.68
HIGH,HIGH,0,7,3,2,6.101333333333334
HIGH,HIGH,0,6,2,1,6.103999999999999
LOW,LOW,0,4,1,0,4.6080000000000005
LOW,LOW,0,4,5,4,6.426
LOW,LOW,0,3,0,0,5.733999999999999
HIGH,HIGH,1,7,5,0,1.982
LOW,LOW,1,5,2,0,0.8999999999999999
HIGH,HIGH,0,9,2,0,0.514
HIGH,HIGH,1,7,4,0,1.24
HIGH,HIGH,1,6,2,0,0.972
LOW,LOW,1,3,1,0,0.6799999999999999
LOW,LOW,1,2,1,0,0.004
LOW,LOW,1,3,1,0,0.32
LOW,LOW,1,3,4,0,0.622
HIGH,HIGH,1,8,2,0,0.014
LOW,LOW,1,0,2,1,4.276
HIGH,HIGH,0,8,0,0,6.170000000000001
LOW,LOW,1,5,2,1,2.028
LOW,LOW,0,3,4,2,4.496
HIGH,HIGH,1,6,4,0,2.812
HIGH,HIGH,1,6,4,1,5.177999999999999
HIGH,HIGH,0,6,3,1,3.8586666666666662
LOW,LOW,0,1,5,2,3.11
LOW,LOW,0,5,0,0,2.382
HIGH,HIGH,0,8,5,4,3.85
HIGH,HIGH,0,9,5,2,4.652000000000001
LOW,LOW,0,1,2,1,3.432
HIGH,HIGH,0,7,3,2,3.5253333333333337
LOW,LOW,1,2,1,0,3.2840000000000003
LOW,LOW,0,1,0,0,4.972
LOW,LOW,1,0,5,5,2.4040000000000004
LOW,LOW,1,0,0,0,4.484
LOW,LOW,0,0,3,2,0.9213333333333332
LOW,LOW,0,3,4,1,0.916
LOW,LOW,0,1,0,0,4.392
LOW,LOW,1,0,4,1,1.036
LOW,LOW,1,0,4,0,1.63
HIGH,HIGH,1,7,1,0,1.7060000000000002
HIGH,HIGH,1,6,4,1,0.05
LOW,LOW,1,4,4,0,0.0
LOW,LOW,1,1,2,0,0.4399999999999999
HIGH,HIGH,1,7,1,0,1.0139999999999998
HIGH,HIGH,0,8,0,0,1.366
HIGH,HIGH,1,8,1,0,0.35
LOW,LOW,1,3,3,0,0.6719999999999999
HIGH,HIGH,0,9,3,2,4.503333333333334
LOW,LOW,1,3,0,0,1.982
HIGH,HIGH,0,6,5,2,4.058
LOW,LOW,1,4,0,0,4.826
LOW,LOW,0,0,3,1,5.094666666666667
LOW,LOW,0,2,1,0,3.674
LOW,LOW,1,3,3,2,2.6733333333333333
LOW,LOW,1,3,0,0,3.874
LOW,LOW,0,3,0,0,4.9
HIGH,HIGH,0,7,2,0,0.8939999999999999
HIGH,HIGH,1,6,1,0,1.36
LOW,LOW,1,2,3,0,0.348
HIGH,HIGH,1,8,2,0,1.0159999999999998
LOW,LOW,1,5,5,0,0.942
HIGH,HIGH,1,6,4,1,0.378
LOW,LOW,1,2,4,0,1.6
LOW,LOW,1,1,3,1,0.3666666666666666
LOW,LOW,1,2,1,0,0.8999999999999999
HIGH,HIGH,1,6,2,0,0.928
HIGH,HIGH,1,9,2,0,0.312
HIGH,HIGH,1,8,3,1,0.7526666666666666
LOW,LOW,1,1,1,0,5.093999999999999
LOW,LOW,1,5,1,0,2.034
HIGH,HIGH,1,6,0,0,2.55
LOW,LOW,1,4,1,0,2.574
HIGH,HIGH,0,8,0,0,4.327999999999999
LOW,LOW,1,4,4,2,1.6900000000000002
HIGH,HIGH,1,7,5,1,2.524
HIGH,HIGH,0,7,4,0,3.618
HIGH,HIGH,1,9,2,0,3.226
HIGH,HIGH,0,7,5,3,2.276
LOW,LOW,0,5,2,0,5.2700000000000005
LOW,LOW,1,4,3,1,3.312666666666667
LOW,LOW,0,1,1,0,1.524
LOW,LOW,1,5,3,1,1.9886666666666664
LOW,LOW,1,3,4,1,1.996
LOW,LOW,1,2,1,0,1.0399999999999998
HIGH,HIGH,0,9,2,1,3.126
LOW,LOW,1,4,1,0,2.346
HIGH,HIGH,1,6,2,0,4.6
HIGH,HIGH,0,6,3,2,2.541333333333333
LOW,LOW,0,5,4,2,3.606
HIGH,HIGH,0,8,5,3,3.442
HIGH,HIGH,0,8,0,0,4.978000000000001
HIGH,HIGH,0,8,0,0,0.15
LOW,LOW,1,5,5,2,3.586
LOW,LOW,1,3,4,3,0.78
HIGH,HIGH,0,9,3,2,1.2273333333333332
LOW,LOW,1,0,2,1,4.036
HIGH,HIGH,1,7,3,1,4.228666666666667
LOW,LOW,0,1,1,0,5.36
HIGH,HIGH,0,6,4,3,5.474
LOW,LOW,0,4,5,3,5.408
HIGH,HIGH,0,6,5,4,4.766000000000001
LOW,LOW,0,0,5,4,5.742
LOW,LOW,1,2,4,3,6.734
HIGH,HIGH,0,7,3,2,6.535333333333334
LOW,LOW,0,0,0,0,4.742
LOW,LOW,0,5,1,0,4.401999999999999
HIGH,HIGH,1,6,2,1,7.193999999999999
HIGH,HIGH,0,9,3,2,3.359333333333333
HIGH,HIGH,1,7,1,0,6.394
LOW,LOW,0,0,0,0,5.972
HIGH,HIGH,1,7,0,0,8.394
LOW,LOW,0,4,2,1,6.731999999999999
HIGH,HIGH,0,8,5,5,4.556
LOW,LOW,0,4,1,1,5.284
LOW,LOW,0,4,4,3,6.784000000000001
LOW,LOW,0,1,1,0,7.292
LOW,LOW,0,5,1,0,7.975999999999999
LOW,LOW,0,2,0,0,4.31
LOW,LOW,1,2,0,0,3.5
LOW,LOW,1,4,0,0,4.616
LOW,LOW,1,0,4,3,4.83
LOW,LOW,0,2,0,0,3.752
LOW,LOW,1,0,1,0,0.608
HIGH,HIGH,0,7,3,2,6.457333333333335
LOW,LOW,0,4,3,1,1.2146666666666666
LOW,LOW,1,2,3,1,3.6726666666666663
LOW,LOW,0,0,3,1,5.394666666666667
HIGH,HIGH,0,8,3,2,6.781333333333333
HIGH,HIGH,0,9,4,3,5.006
HIGH,HIGH,0,6,0,0,4.286
HIGH,HIGH,0,9,0,0,8.613999999999999
LOW,LOW,0,1,5,2,6.682
LOW,LOW,0,5,0,0,3.526
LOW,LOW,0,2,2,2,9.621999999999998
LOW,LOW,1,1,4,2,4.834
LOW,LOW,0,4,3,2,5.825333333333334
LOW,LOW,0,5,2,1,6.714
LOW,LOW,0,4,3,1,2.2206666666666663
HIGH,HIGH,0,8,3,1,3.7586666666666666
LOW,LOW,1,1,0,0,4.43
LOW,LOW,1,0,2,0,5.098
HIGH,HIGH,1,7,2,0,1.654
LOW,LOW,0,0,5,2,1.256
LOW,LOW,1,0,3,1,2.6006666666666667
LOW,LOW,1,4,2,0,1.99
LOW,LOW,1,3,0,0,3.782
HIGH,HIGH,1,6,4,2,2.986
LOW,LOW,0,0,2,0,6.2
HIGH,HIGH,0,7,3,0,4.013999999999999
LOW,LOW,0,3,3,1,4.030666666666667
LOW,LOW,1,4,2,0,1.904
LOW,LOW,1,1,0,0,3.602
LOW,LOW,1,3,5,2,2.902
LOW,LOW,0,3,3,1,6.642666666666667
LOW,LOW,0,4,4,2,2.882
HIGH,HIGH,1,9,4,1,3.606
HIGH,HIGH,1,6,2,0,1.57
LOW,LOW,0,3,4,3,4.092
HIGH,HIGH,0,6,3,1,4.378666666666666
LOW,LOW,0,1,0,0,4.662000000000001
LOW,LOW,0,2,2,0,1.43
LOW,LOW,0,0,4,1,2.418
LOW,LOW,1,1,4,2,6.222
LOW,LOW,1,2,5,3,4.0
HIGH,HIGH,1,9,5,1,3.254
LOW,LOW,1,2,0,0,0.722
LOW,LOW,1,3,2,1,3.3000000000000003
LOW,LOW,1,0,5,3,3.074
LOW,LOW,0,3,5,3,3.116
HIGH,HIGH,1,9,0,0,1.918
LOW,LOW,1,2,1,0,3.484
HIGH,HIGH,0,6,1,0,3.242
LOW,LOW,1,5,5,1,3.54
LOW,LOW,1,0,5,0,4.8
HIGH,HIGH,1,7,3,1,4.688666666666666
HIGH,HIGH,1,8,5,3,5.18
LOW,LOW,1,0,0,0,1.394
HIGH,HIGH,1,8,5,0,0.978
HIGH,HIGH,1,9,1,0,0.0
HIGH,HIGH,1,9,2,0,0.3
HIGH,HIGH,1,6,5,0,0.914
LOW,LOW,1,4,3,0,1.28
HIGH,HIGH,1,9,1,0,0.004
LOW,LOW,1,2,1,0,1.34
LOW,LOW,1,3,4,0,1.926
LOW,LOW,1,5,2,0,0.956
HIGH,HIGH,1,6,5,0,0.968
LOW,LOW,1,0,0,0,4.82
LOW,LOW,0,1,2,1,6.446
LOW,LOW,0,2,3,2,6.361333333333334
LOW,LOW,0,0,5,3,5.188
HIGH,HIGH,1,8,2,1,7.465999999999999
LOW,LOW,0,1,4,3,8.328000000000001
HIGH,HIGH,1,9,5,4,3.638
LOW,LOW,0,1,0,0,4.058
HIGH,HIGH,0,7,2,1,8.971999999999998
LOW,LOW,1,1,0,0,5.738
LOW,LOW,1,5,4,2,0.144
HIGH,HIGH,0,9,4,1,4.074
LOW,LOW,0,1,0,0,3.676
LOW,LOW,1,2,3,1,1.9946666666666664
LOW,LOW,0,2,3,1,4.378666666666666
LOW,LOW,0,5,0,0,3.68
HIGH,HIGH,0,8,5,3,3.766
LOW,LOW,1,5,2,1,1.408
LOW,LOW,0,5,2,0,3.648
HIGH,HIGH,1,7,1,0,1.236
HIGH,HIGH,1,7,5,1,0.734
LOW,LOW,1,0,1,0,0.038
LOW,LOW,1,0,2,0,1.6920000000000002
HIGH,HIGH,1,6,2,0,0.1119999999999999
LOW,LOW,1,0,0,0,1.29
LOW,LOW,1,3,0,0,1.654
HIGH,HIGH,1,8,2,0,1.598
HIGH,HIGH,1,8,2,0,1.618
LOW,LOW,1,1,0,0,0.95
HIGH,HIGH,1,9,4,0,0.3319999999999999
LOW,LOW,1,1,1,0,0.642
HIGH,HIGH,1,8,3,1,1.340666666666667
HIGH,HIGH,1,8,5,0,1.268
HIGH,HIGH,1,8,2,0,0.3
HIGH,HIGH,1,6,1,0,1.282
LOW,LOW,1,1,5,0,2.282
HIGH,HIGH,1,9,4,1,0.95
LOW,LOW,1,4,3,0,1.984
LOW,LOW,1,5,1,0,0.3
LOW,LOW,1,2,2,0,0.362
LOW,LOW,0,4,1,0,5.656
HIGH,HIGH,0,7,2,1,4.024
HIGH,HIGH,0,6,2,1,5.174
HIGH,HIGH,0,8,1,0,6.053999999999999
HIGH,HIGH,0,6,2,1,4.674
HIGH,HIGH,0,6,1,0,6.087999999999999
LOW,LOW,0,5,2,1,7.405999999999999
LOW,LOW,0,4,3,1,4.244666666666666
LOW,LOW,0,4,2,1,8.248
HIGH,HIGH,0,7,5,3,4.872
LOW,LOW,1,1,4,0,0.348
HIGH,HIGH,1,8,2,0,1.642
LOW,LOW,1,4,4,0,0.0
LOW,LOW,1,5,5,0,1.902
HIGH,HIGH,1,7,5,2,0.696
LOW,LOW,1,1,5,1,0.666
HIGH,HIGH,1,7,3,0,1.91
LOW,LOW,1,3,4,1,0.374
LOW,LOW,1,0,0,0,0.376
LOW,LOW,1,2,0,0,2.01
HIGH,HIGH,0,7,3,2,7.113333333333333
HIGH,HIGH,1,9,1,0,8.622
HIGH,HIGH,0,7,4,3,4.216
LOW,LOW,1,3,4,3,5.598
LOW,LOW,0,0,5,4,5.973999999999999
LOW,LOW,0,2,2,1,7.005999999999999
LOW,LOW,0,3,4,4,6.005999999999999
LOW,LOW,1,5,5,4,5.962
LOW,LOW,0,1,1,0,2.45
LOW,LOW,0,1,5,4,5.912
LOW,LOW,1,5,0,0,4.802
LOW,LOW,1,0,1,0,3.648
LOW,LOW,1,1,5,4,0.5840000000000001
HIGH,HIGH,1,8,3,1,3.578666666666667
LOW,LOW,1,0,5,3,1.386
LOW,LOW,0,2,1,0,3.658
HIGH,HIGH,1,8,2,0,0.056
HIGH,HIGH,1,8,1,0,3.018
LOW,LOW,0,0,0,0,3.31
LOW,LOW,1,5,1,0,0.712
HIGH,HIGH,0,6,1,0,3.36
HIGH,HIGH,0,7,1,0,6.574
LOW,LOW,0,2,3,3,6.446000000000001
LOW,LOW,0,4,0,0,6.29
LOW,LOW,1,2,0,0,5.254
HIGH,HIGH,1,7,5,3,6.264
LOW,LOW,0,0,4,2,8.729999999999999
HIGH,HIGH,0,6,5,4,4.422
LOW,LOW,1,4,1,0,6.144
LOW,LOW,0,3,5,3,6.3100000000000005
LOW,LOW,0,4,5,2,1.542
HIGH,HIGH,0,8,4,2,2.18
HIGH,HIGH,0,6,2,1,0.854
LOW,LOW,0,4,1,0,3.9979999999999993
